Crop,Rainfall,Water Source,Soil Type,Organic,Fertilizers Used,Climate,Season,Labor Availability,Yield
Maize,Less/No Rain,Other,Loamy,Yes,"DAP, Compost",Temperate,Spring,High,83
Rice,Abundant,Other,Clay,Yes,Compost,Tropical,Summer,Low,61
Millet,Less/No Rain,Rain,Sandy,No,None,Dry,Summer,Medium,30
Soybean,Medium,Bore,Sandy,No,"Urea, DAP, Potash",Temperate,Spring,Low,63
Soybean,Medium,Rain,Sandy,Yes,"DAP, Compost",Temperate,Summer,High,84
Sugarcane,Abundant,Rain,Clay,No,"Urea, Potash",Tropical,Spring,Medium,80
Millet,Less/No Rain,Rain,Sandy,No,Compost,Dry,Summer,Medium,94
Wheat,Medium,Other,Sandy,No,Compost,Temperate,Autumn,Low,76
Soybean,Medium,Bore,Loamy,Yes,"Urea, DAP, Potash",Tropical,Summer,Low,27
Barley,Medium,Rain,Sandy,Yes,None,Temperate,Spring,High,30
Barley,Medium,Other,Loamy,Yes,"DAP, Compost",Temperate,Spring,High,80
Millet,Less/No Rain,Rain,Sandy,No,DAP,Dry,Summer,Low,63
Grape,Medium,Rain,Sandy,No,"DAP, Compost",Tropical,Spring,Medium,91
Sugarcane,Abundant,Rain,Loamy,Yes,None,Tropical,Summer,Medium,87
Sugarcane,Abundant,Rain,Loamy,No,DAP,Tropical,Summer,Medium,74
Turmeric,Abundant,Other,Clay,No,None,Tropical,Autumn,Low,76
Millet,Less/No Rain,Rain,Loamy,No,"DAP, Compost",Dry,Summer,High,20
Barley,Medium,Other,Sandy,No,DAP,Temperate,Spring,Low,68
Mango,Abundant,Bore,Loamy,No,Potash,Tropical,Spring,Medium,96
Sugarcane,Abundant,Bore,Clay,No,DAP,Tropical,Spring,Low,89
Rice,Abundant,Other,Silt,No,Compost,Tropical,Summer,Low,41
Mango,Abundant,Bore,Sandy,No,"Urea, Potash",Tropical,Spring,Low,45
Cotton,Abundant,Rain,Sandy,Yes,Urea,Dry,Summer,Medium,36
Millet,Less/No Rain,Other,Loamy,Yes,"Urea, Potash",Dry,Summer,Medium,24
Sugarcane,Abundant,Bore,Clay,Yes,None,Tropical,Summer,Low,94
Maize,Medium,Bore,Loamy,Yes,None,Temperate,Summer,Medium,46
Rice,Abundant,Other,Silt,Yes,Urea,Tropical,Summer,Low,91
Soybean,Medium,Bore,Loamy,No,DAP,Tropical,Summer,Medium,89
Maize,Less/No Rain,Bore,Sandy,No,None,Temperate,Summer,High,98
Soybean,Medium,Rain,Loamy,No,Compost,Tropical,Spring,High,70
Sugarcane,Abundant,Bore,Clay,Yes,"Urea, DAP, Potash",Tropical,Summer,Medium,26
Millet,Less/No Rain,Other,Sandy,No,"Urea, DAP, Potash",Dry,Summer,Low,79
Barley,Medium,Other,Loamy,No,Potash,Temperate,Spring,Medium,68
Maize,Less/No Rain,Other,Sandy,Yes,Potash,Temperate,Summer,Medium,30
Mango,Abundant,Other,Sandy,Yes,"Urea, Potash",Tropical,Spring,High,93
Barley,Medium,Other,Sandy,No,Compost,Temperate,Spring,Medium,54
Cotton,Abundant,Bore,Saline,Yes,Potash,Tropical,Summer,Medium,78
Rice,Abundant,Rain,Silt,Yes,None,Tropical,Summer,Low,44
Maize,Less/No Rain,Rain,Sandy,No,"Urea, DAP, Potash",Dry,Summer,High,87
Turmeric,Abundant,Other,Clay,No,"Urea, Potash",Tropical,Autumn,Medium,30
Barley,Medium,Bore,Loamy,Yes,DAP,Temperate,Spring,Low,82
Mango,Abundant,Rain,Sandy,Yes,"Urea, DAP, Potash",Tropical,Summer,Medium,78
Sugarcane,Abundant,Rain,Loamy,Yes,DAP,Tropical,Summer,High,43
Maize,Less/No Rain,Other,Loamy,No,"Urea, Potash",Dry,Summer,Low,32
Mango,Abundant,Rain,Loamy,Yes,"Urea, Potash",Tropical,Summer,Medium,39
Turmeric,Abundant,Other,Loamy,No,"Urea, DAP, Potash",Tropical,Summer,High,55
Turmeric,Abundant,Rain,Clay,No,"Urea, Potash",Tropical,Summer,Medium,49
Barley,Medium,Rain,Sandy,No,Potash,Temperate,Spring,Low,58
Wheat,Medium,Other,Loamy,No,DAP,Temperate,Autumn,High,37
Soybean,Medium,Rain,Loamy,No,Potash,Temperate,Summer,Medium,43
Barley,Medium,Bore,Sandy,Yes,"Urea, DAP, Potash",Temperate,Spring,Low,36
Maize,Less/No Rain,Bore,Loamy,No,"DAP, Compost",Temperate,Spring,Medium,74
Soybean,Medium,Rain,Sandy,No,Potash,Temperate,Summer,Low,46
Soybean,Medium,Bore,Sandy,No,None,Tropical,Summer,Medium,58
Turmeric,Abundant,Bore,Loamy,No,None,Tropical,Summer,Medium,80
Mango,Abundant,Other,Loamy,Yes,Potash,Tropical,Spring,Medium,66
Maize,Medium,Rain,Sandy,Yes,"Urea, DAP, Potash",Dry,Summer,High,47
Sugarcane,Abundant,Rain,Loamy,No,DAP,Tropical,Summer,Low,66
Rice,Abundant,Bore,Clay,No,"DAP, Compost",Tropical,Summer,Low,86
Turmeric,Abundant,Rain,Clay,No,None,Tropical,Autumn,Low,26
Turmeric,Abundant,Bore,Clay,No,Urea,Tropical,Autumn,Low,21
Mango,Abundant,Other,Loamy,No,DAP,Tropical,Spring,Medium,76
Rice,Abundant,Rain,Clay,No,"Urea, DAP, Potash",Tropical,Summer,Low,36
Soybean,Medium,Other,Sandy,Yes,None,Temperate,Summer,Low,22
Grape,Medium,Bore,Loamy,No,Urea,Tropical,Spring,Medium,60
Wheat,Medium,Bore,Sandy,No,Urea,Temperate,Autumn,Low,31
Rice,Abundant,Other,Clay,Yes,"Urea, DAP, Potash",Tropical,Summer,High,49
Maize,Medium,Other,Loamy,No,"DAP, Compost",Dry,Spring,Low,42
Soybean,Medium,Other,Sandy,No,"Urea, Potash",Tropical,Summer,Low,31
Cotton,Abundant,Rain,Saline,No,DAP,Dry,Summer,High,64
Millet,Less/No Rain,Bore,Sandy,Yes,"DAP, Compost",Dry,Summer,Low,54
Turmeric,Abundant,Rain,Loamy,Yes,"Urea, DAP, Potash",Tropical,Autumn,High,41
Soybean,Medium,Bore,Loamy,Yes,None,Temperate,Summer,High,32
Barley,Medium,Rain,Sandy,Yes,"DAP, Compost",Temperate,Spring,Low,52
Mango,Abundant,Bore,Loamy,Yes,None,Tropical,Summer,High,43
Millet,Less/No Rain,Bore,Loamy,Yes,"DAP, Compost",Dry,Summer,Low,66
Barley,Medium,Rain,Sandy,No,DAP,Temperate,Spring,Low,62
Rice,Abundant,Rain,Clay,Yes,DAP,Tropical,Summer,High,57
Barley,Medium,Rain,Loamy,No,"DAP, Compost",Temperate,Spring,High,23
Rice,Abundant,Bore,Silt,No,Compost,Tropical,Summer,Medium,21
Cotton,Abundant,Rain,Sandy,Yes,Compost,Dry,Summer,High,48
Sugarcane,Abundant,Rain,Loamy,Yes,"DAP, Compost",Tropical,Spring,High,79
Cotton,Abundant,Other,Saline,Yes,DAP,Dry,Summer,Low,55
Mango,Abundant,Rain,Loamy,Yes,None,Tropical,Summer,Medium,34
Cotton,Abundant,Rain,Saline,No,Urea,Dry,Summer,Medium,47
Turmeric,Abundant,Bore,Clay,No,DAP,Tropical,Summer,Medium,44
Barley,Medium,Other,Loamy,No,"Urea, DAP, Potash",Temperate,Spring,Medium,72
Maize,Medium,Bore,Loamy,Yes,"DAP, Compost",Temperate,Summer,High,52
Grape,Medium,Other,Sandy,Yes,"Urea, DAP, Potash",Tropical,Spring,Low,96
Turmeric,Abundant,Rain,Loamy,Yes,Urea,Tropical,Summer,Medium,28
Sugarcane,Abundant,Bore,Clay,Yes,Compost,Tropical,Summer,Low,62
Wheat,Medium,Rain,Loamy,No,"Urea, Potash",Temperate,Spring,Medium,21
Millet,Less/No Rain,Rain,Loamy,Yes,Potash,Dry,Summer,Low,94
Soybean,Medium,Bore,Sandy,Yes,DAP,Temperate,Summer,High,77
Cotton,Abundant,Rain,Sandy,Yes,"DAP, Compost",Dry,Summer,Medium,84
Barley,Medium,Bore,Sandy,Yes,Urea,Temperate,Spring,Medium,86
Rice,Abundant,Rain,Silt,Yes,"DAP, Compost",Tropical,Summer,High,32
Wheat,Medium,Rain,Sandy,Yes,None,Temperate,Spring,High,93
Grape,Medium,Other,Sandy,No,"DAP, Compost",Temperate,Summer,High,90
Mango,Abundant,Rain,Loamy,No,Potash,Tropical,Summer,Medium,55
Turmeric,Abundant,Other,Clay,No,Potash,Tropical,Summer,Low,93
Turmeric,Abundant,Other,Loamy,No,Compost,Tropical,Summer,High,91
Cotton,Abundant,Bore,Sandy,Yes,"Urea, DAP, Potash",Tropical,Summer,Low,71
Mango,Abundant,Other,Sandy,No,Urea,Tropical,Summer,Medium,59
Barley,Medium,Rain,Sandy,Yes,None,Temperate,Spring,Medium,87
Cotton,Abundant,Bore,Sandy,No,"Urea, DAP, Potash",Tropical,Summer,Low,81
Sugarcane,Abundant,Rain,Clay,No,DAP,Tropical,Summer,High,80
Soybean,Medium,Other,Sandy,Yes,"DAP, Compost",Temperate,Summer,Low,97
Turmeric,Abundant,Bore,Loamy,No,"DAP, Compost",Tropical,Summer,High,37
Barley,Medium,Rain,Sandy,No,DAP,Temperate,Spring,Low,36
Soybean,Medium,Other,Sandy,No,DAP,Temperate,Summer,Low,21
Sugarcane,Abundant,Bore,Loamy,No,"Urea, DAP, Potash",Tropical,Spring,High,36
Rice,Abundant,Rain,Silt,Yes,Urea,Tropical,Summer,Low,65
Grape,Medium,Bore,Loamy,No,"Urea, Potash",Tropical,Summer,Medium,74
Wheat,Medium,Rain,Sandy,Yes,DAP,Temperate,Autumn,Low,76
Rice,Abundant,Rain,Clay,Yes,None,Tropical,Summer,Medium,50
Grape,Medium,Bore,Loamy,No,Urea,Tropical,Summer,Medium,39
Turmeric,Abundant,Bore,Loamy,No,"DAP, Compost",Tropical,Summer,Medium,96
Wheat,Medium,Bore,Sandy,Yes,Potash,Temperate,Autumn,Medium,48
Maize,Less/No Rain,Bore,Sandy,Yes,Compost,Temperate,Spring,Medium,44
Mango,Abundant,Other,Loamy,Yes,DAP,Tropical,Spring,Medium,27
Turmeric,Abundant,Rain,Clay,No,DAP,Tropical,Summer,Low,53
Grape,Medium,Other,Sandy,Yes,"Urea, DAP, Potash",Tropical,Spring,Low,24
Mango,Abundant,Rain,Sandy,Yes,Potash,Tropical,Spring,High,49
Cotton,Abundant,Rain,Sandy,No,Compost,Dry,Summer,Low,74
Maize,Less/No Rain,Rain,Sandy,No,Potash,Temperate,Spring,Medium,40
Grape,Medium,Rain,Sandy,No,Urea,Temperate,Spring,Low,66
Rice,Abundant,Rain,Clay,No,"Urea, Potash",Tropical,Summer,Medium,29
Barley,Medium,Bore,Sandy,No,Potash,Temperate,Spring,High,92
Mango,Abundant,Rain,Sandy,Yes,Urea,Tropical,Summer,High,79
Grape,Medium,Bore,Loamy,Yes,"Urea, Potash",Tropical,Summer,Medium,45
Barley,Medium,Other,Loamy,Yes,"Urea, Potash",Temperate,Spring,Low,54
Barley,Medium,Other,Loamy,No,None,Temperate,Spring,Low,47
Soybean,Medium,Bore,Loamy,No,Urea,Tropical,Summer,Low,57
Mango,Abundant,Other,Loamy,Yes,Urea,Tropical,Summer,Medium,93
Mango,Abundant,Rain,Sandy,Yes,DAP,Tropical,Spring,Low,57
Mango,Abundant,Rain,Sandy,No,None,Tropical,Summer,High,39
Wheat,Medium,Rain,Sandy,No,Potash,Temperate,Spring,High,28
Grape,Medium,Rain,Sandy,Yes,"Urea, DAP, Potash",Tropical,Summer,Low,89
Soybean,Medium,Rain,Sandy,No,DAP,Temperate,Spring,Low,56
Rice,Abundant,Other,Clay,No,None,Tropical,Summer,High,59
Rice,Abundant,Rain,Clay,Yes,DAP,Tropical,Summer,Medium,66
Turmeric,Abundant,Bore,Loamy,No,DAP,Tropical,Summer,Medium,80
Rice,Abundant,Bore,Clay,No,Compost,Tropical,Summer,Low,59
Grape,Medium,Bore,Sandy,No,"DAP, Compost",Temperate,Spring,High,89
Rice,Abundant,Rain,Silt,No,"Urea, DAP, Potash",Tropical,Summer,High,99
Grape,Medium,Rain,Loamy,Yes,None,Temperate,Spring,High,36
Wheat,Medium,Bore,Loamy,Yes,Urea,Temperate,Autumn,Medium,88
Rice,Abundant,Bore,Clay,Yes,"Urea, Potash",Tropical,Summer,Medium,63
Cotton,Abundant,Rain,Saline,No,Compost,Dry,Summer,Low,58
Millet,Less/No Rain,Rain,Sandy,Yes,"Urea, DAP, Potash",Dry,Summer,Medium,79
Turmeric,Abundant,Bore,Clay,No,None,Tropical,Autumn,High,37
Mango,Abundant,Bore,Loamy,Yes,"DAP, Compost",Tropical,Summer,High,51
Soybean,Medium,Other,Loamy,No,"Urea, DAP, Potash",Temperate,Summer,Medium,26
Rice,Abundant,Other,Silt,Yes,Urea,Tropical,Summer,Medium,81
Barley,Medium,Bore,Loamy,No,"DAP, Compost",Temperate,Spring,High,57
Cotton,Abundant,Other,Saline,Yes,Potash,Dry,Summer,Medium,75
Rice,Abundant,Bore,Clay,Yes,Compost,Tropical,Summer,High,43
Rice,Abundant,Rain,Silt,No,Urea,Tropical,Summer,Low,63
Maize,Medium,Other,Sandy,Yes,"DAP, Compost",Temperate,Spring,Low,49
Cotton,Abundant,Rain,Sandy,No,"Urea, DAP, Potash",Dry,Summer,Low,67
Maize,Less/No Rain,Bore,Loamy,Yes,Potash,Temperate,Spring,High,49
Maize,Medium,Other,Sandy,No,"DAP, Compost",Temperate,Summer,Medium,46
Maize,Less/No Rain,Other,Sandy,Yes,Potash,Dry,Spring,Medium,51
Mango,Abundant,Rain,Loamy,Yes,Urea,Tropical,Summer,High,42
Mango,Abundant,Other,Sandy,Yes,"DAP, Compost",Tropical,Spring,Medium,66
Turmeric,Abundant,Rain,Clay,No,"Urea, Potash",Tropical,Summer,High,94
Rice,Abundant,Rain,Clay,No,DAP,Tropical,Summer,High,70
Turmeric,Abundant,Bore,Loamy,No,Urea,Tropical,Summer,Medium,69
Grape,Medium,Rain,Sandy,No,"DAP, Compost",Temperate,Summer,Low,84
Cotton,Abundant,Rain,Saline,No,Urea,Tropical,Summer,Medium,66
Turmeric,Abundant,Rain,Clay,No,"Urea, DAP, Potash",Tropical,Autumn,Low,27
Barley,Medium,Other,Loamy,Yes,DAP,Temperate,Spring,Medium,47
Turmeric,Abundant,Rain,Loamy,No,"DAP, Compost",Tropical,Summer,Medium,80
Soybean,Medium,Bore,Sandy,Yes,None,Tropical,Spring,Medium,85
Millet,Less/No Rain,Other,Sandy,No,"Urea, Potash",Dry,Summer,High,33
Sugarcane,Abundant,Other,Clay,No,Compost,Tropical,Summer,Low,25
Maize,Less/No Rain,Bore,Sandy,No,"DAP, Compost",Dry,Summer,Low,54
Wheat,Medium,Bore,Sandy,No,Compost,Temperate,Autumn,Low,65
Sugarcane,Abundant,Rain,Loamy,No,"Urea, Potash",Tropical,Summer,Medium,80
Maize,Medium,Rain,Sandy,No,"DAP, Compost",Dry,Spring,Low,30
Turmeric,Abundant,Rain,Loamy,Yes,DAP,Tropical,Summer,High,20
Grape,Medium,Rain,Sandy,Yes,"Urea, Potash",Tropical,Summer,Low,49
Barley,Medium,Rain,Loamy,No,Compost,Temperate,Spring,High,68
Grape,Medium,Other,Sandy,Yes,Compost,Temperate,Summer,Medium,66
Sugarcane,Abundant,Bore,Loamy,No,Urea,Tropical,Summer,Medium,46
Grape,Medium,Other,Loamy,Yes,Urea,Tropical,Summer,Medium,52
Wheat,Medium,Other,Sandy,Yes,DAP,Temperate,Spring,Medium,31
Maize,Less/No Rain,Bore,Sandy,No,"Urea, Potash",Dry,Spring,Medium,47
Millet,Less/No Rain,Other,Loamy,No,"Urea, Potash",Dry,Summer,Low,60
Turmeric,Abundant,Bore,Clay,No,"DAP, Compost",Tropical,Autumn,Low,51
Cotton,Abundant,Other,Saline,No,Compost,Dry,Summer,High,44
Grape,Medium,Other,Sandy,Yes,DAP,Temperate,Spring,Medium,92
Turmeric,Abundant,Rain,Loamy,No,"DAP, Compost",Tropical,Summer,High,31
Millet,Less/No Rain,Rain,Loamy,No,Compost,Dry,Summer,Low,90
Maize,Medium,Bore,Sandy,No,None,Temperate,Summer,Medium,48
Grape,Medium,Bore,Loamy,No,None,Tropical,Summer,Low,75
Maize,Less/No Rain,Other,Sandy,Yes,"DAP, Compost",Dry,Summer,Medium,58
Barley,Medium,Rain,Sandy,Yes,Potash,Temperate,Spring,High,63
Barley,Medium,Bore,Loamy,Yes,"DAP, Compost",Temperate,Spring,Low,58
Barley,Medium,Other,Loamy,Yes,"Urea, DAP, Potash",Temperate,Spring,Medium,90
Millet,Less/No Rain,Other,Loamy,Yes,"Urea, Potash",Dry,Summer,Low,44
Cotton,Abundant,Other,Sandy,Yes,Potash,Dry,Summer,Low,30
Millet,Less/No Rain,Rain,Sandy,Yes,Compost,Dry,Summer,Low,43
Soybean,Medium,Rain,Loamy,Yes,Compost,Tropical,Spring,Low,22
Cotton,Abundant,Rain,Sandy,Yes,None,Dry,Summer,High,75
Soybean,Medium,Rain,Sandy,No,DAP,Tropical,Spring,High,34
Sugarcane,Abundant,Rain,Loamy,No,Urea,Tropical,Summer,High,46
Millet,Less/No Rain,Bore,Loamy,No,"Urea, Potash",Dry,Summer,Low,24
Rice,Abundant,Other,Clay,No,None,Tropical,Summer,Medium,45
Sugarcane,Abundant,Rain,Clay,No,DAP,Tropical,Spring,Low,95
Millet,Less/No Rain,Rain,Loamy,Yes,"Urea, DAP, Potash",Dry,Summer,High,94
Sugarcane,Abundant,Bore,Clay,No,"Urea, DAP, Potash",Tropical,Summer,Medium,99
Soybean,Medium,Bore,Loamy,No,DAP,Tropical,Summer,Medium,77
Wheat,Medium,Bore,Loamy,Yes,"Urea, DAP, Potash",Temperate,Spring,Medium,69
Sugarcane,Abundant,Bore,Loamy,No,"Urea, DAP, Potash",Tropical,Spring,High,55
Barley,Medium,Rain,Sandy,Yes,"Urea, DAP, Potash",Temperate,Spring,Low,58
Sugarcane,Abundant,Rain,Clay,No,DAP,Tropical,Spring,Low,57
Grape,Medium,Other,Sandy,No,DAP,Temperate,Spring,Low,91
Soybean,Medium,Rain,Sandy,No,"DAP, Compost",Temperate,Spring,High,66
Grape,Medium,Rain,Sandy,No,"Urea, DAP, Potash",Temperate,Summer,High,22
Millet,Less/No Rain,Other,Sandy,No,"Urea, Potash",Dry,Summer,High,89
Mango,Abundant,Other,Sandy,Yes,Compost,Tropical,Spring,Low,21
Soybean,Medium,Other,Loamy,No,Potash,Tropical,Summer,Medium,75
Turmeric,Abundant,Bore,Clay,No,"DAP, Compost",Tropical,Autumn,Medium,55
Barley,Medium,Bore,Sandy,No,"Urea, Potash",Temperate,Spring,Medium,35
Wheat,Medium,Rain,Sandy,No,"Urea, Potash",Temperate,Spring,Medium,56
Millet,Less/No Rain,Other,Sandy,Yes,Compost,Dry,Summer,High,37
Rice,Abundant,Rain,Silt,No,None,Tropical,Summer,Medium,21
Soybean,Medium,Rain,Sandy,No,"DAP, Compost",Temperate,Spring,Medium,46
Cotton,Abundant,Other,Sandy,Yes,DAP,Tropical,Summer,Medium,55
Barley,Medium,Rain,Sandy,Yes,Potash,Temperate,Spring,High,76
Grape,Medium,Rain,Loamy,No,Compost,Temperate,Summer,Medium,68
Mango,Abundant,Rain,Loamy,Yes,Potash,Tropical,Summer,High,28
Soybean,Medium,Rain,Loamy,Yes,DAP,Temperate,Summer,High,62
Turmeric,Abundant,Bore,Loamy,No,Urea,Tropical,Autumn,High,67
Mango,Abundant,Bore,Loamy,Yes,"Urea, DAP, Potash",Tropical,Summer,Low,93
Rice,Abundant,Other,Clay,No,None,Tropical,Summer,Medium,35
Soybean,Medium,Rain,Sandy,Yes,DAP,Tropical,Summer,High,77
Soybean,Medium,Bore,Sandy,Yes,"DAP, Compost",Tropical,Spring,Medium,97
Mango,Abundant,Rain,Loamy,Yes,"Urea, Potash",Tropical,Spring,Low,22
Millet,Less/No Rain,Rain,Sandy,Yes,"Urea, DAP, Potash",Dry,Summer,High,34
Sugarcane,Abundant,Rain,Clay,No,Urea,Tropical,Spring,Low,52
Turmeric,Abundant,Rain,Clay,Yes,DAP,Tropical,Autumn,High,48
Grape,Medium,Bore,Loamy,Yes,Compost,Temperate,Summer,Low,69
Mango,Abundant,Rain,Loamy,Yes,Urea,Tropical,Summer,High,20
Millet,Less/No Rain,Other,Loamy,No,"Urea, Potash",Dry,Summer,High,86
Maize,Medium,Bore,Loamy,Yes,"DAP, Compost",Temperate,Summer,Medium,59
Millet,Less/No Rain,Other,Loamy,Yes,Potash,Dry,Summer,Low,81
Cotton,Abundant,Other,Saline,No,"DAP, Compost",Tropical,Summer,Low,53
Rice,Abundant,Other,Silt,Yes,DAP,Tropical,Summer,Low,35
Sugarcane,Abundant,Rain,Clay,No,DAP,Tropical,Summer,Medium,54
Sugarcane,Abundant,Rain,Loamy,Yes,Compost,Tropical,Spring,High,43
Mango,Abundant,Bore,Loamy,Yes,None,Tropical,Summer,Medium,63
Cotton,Abundant,Bore,Saline,Yes,"Urea, Potash",Dry,Summer,High,94
Millet,Less/No Rain,Other,Sandy,No,Potash,Dry,Summer,Medium,43
Sugarcane,Abundant,Rain,Clay,Yes,DAP,Tropical,Summer,Medium,34
Rice,Abundant,Rain,Clay,Yes,DAP,Tropical,Summer,Low,38
Millet,Less/No Rain,Rain,Sandy,No,Potash,Dry,Summer,Low,82
Soybean,Medium,Other,Sandy,Yes,Compost,Temperate,Summer,Medium,83
Grape,Medium,Other,Sandy,No,Compost,Tropical,Spring,Medium,90
Barley,Medium,Rain,Loamy,No,"Urea, DAP, Potash",Temperate,Spring,Low,92
Sugarcane,Abundant,Rain,Loamy,No,Compost,Tropical,Spring,Low,89
Turmeric,Abundant,Bore,Loamy,No,"DAP, Compost",Tropical,Autumn,High,69
Mango,Abundant,Bore,Loamy,Yes,Urea,Tropical,Spring,Low,27
Grape,Medium,Other,Loamy,Yes,"Urea, Potash",Tropical,Summer,Low,39
Maize,Medium,Other,Sandy,Yes,DAP,Dry,Spring,Medium,84
Soybean,Medium,Bore,Loamy,Yes,"Urea, DAP, Potash",Temperate,Summer,Low,76
Sugarcane,Abundant,Bore,Clay,No,Potash,Tropical,Spring,High,49
Barley,Medium,Other,Loamy,Yes,"Urea, DAP, Potash",Temperate,Spring,Medium,67
Millet,Less/No Rain,Other,Loamy,No,None,Dry,Summer,Medium,40
Millet,Less/No Rain,Rain,Loamy,No,None,Dry,Summer,High,96
Mango,Abundant,Rain,Loamy,No,"DAP, Compost",Tropical,Spring,High,97
Sugarcane,Abundant,Bore,Loamy,No,DAP,Tropical,Spring,High,94
Maize,Less/No Rain,Other,Loamy,No,"Urea, Potash",Dry,Summer,Low,28
Barley,Medium,Rain,Sandy,No,"DAP, Compost",Temperate,Spring,Low,44
Millet,Less/No Rain,Bore,Sandy,Yes,"DAP, Compost",Dry,Summer,Medium,24
Barley,Medium,Bore,Sandy,Yes,DAP,Temperate,Spring,Medium,39
Soybean,Medium,Rain,Loamy,No,Potash,Temperate,Summer,Medium,80
Soybean,Medium,Other,Sandy,No,Compost,Tropical,Summer,High,73
Cotton,Abundant,Bore,Sandy,No,"DAP, Compost",Tropical,Summer,Low,84
Wheat,Medium,Rain,Sandy,Yes,"DAP, Compost",Temperate,Autumn,Low,86
Mango,Abundant,Rain,Loamy,Yes,Compost,Tropical,Spring,Medium,90
Cotton,Abundant,Bore,Saline,Yes,None,Tropical,Summer,Medium,79
Mango,Abundant,Rain,Loamy,No,Urea,Tropical,Summer,Low,94
Rice,Abundant,Rain,Silt,No,Urea,Tropical,Summer,Medium,50
Soybean,Medium,Other,Loamy,No,"Urea, Potash",Temperate,Summer,High,95
Mango,Abundant,Bore,Sandy,Yes,"DAP, Compost",Tropical,Spring,Medium,25
Turmeric,Abundant,Rain,Clay,No,DAP,Tropical,Autumn,Low,32
Grape,Medium,Rain,Loamy,No,None,Tropical,Summer,High,69
Cotton,Abundant,Bore,Saline,No,"DAP, Compost",Dry,Summer,Medium,89
Rice,Abundant,Other,Silt,Yes,Compost,Tropical,Summer,Low,74
Turmeric,Abundant,Bore,Clay,No,"Urea, DAP, Potash",Tropical,Summer,High,81
Grape,Medium,Other,Sandy,No,Urea,Tropical,Summer,Low,58
Mango,Abundant,Bore,Sandy,No,Urea,Tropical,Summer,Medium,56
Barley,Medium,Other,Sandy,Yes,"Urea, DAP, Potash",Temperate,Spring,High,74
Grape,Medium,Rain,Loamy,No,"DAP, Compost",Tropical,Spring,High,46
Barley,Medium,Other,Sandy,Yes,DAP,Temperate,Spring,Medium,73
Cotton,Abundant,Rain,Sandy,No,"DAP, Compost",Tropical,Summer,Low,90
Rice,Abundant,Bore,Silt,No,DAP,Tropical,Summer,High,30
Rice,Abundant,Other,Clay,Yes,None,Tropical,Summer,Low,24
Soybean,Medium,Other,Loamy,Yes,None,Tropical,Spring,Medium,50
Millet,Less/No Rain,Other,Sandy,No,Urea,Dry,Summer,Low,45
Cotton,Abundant,Other,Saline,No,"Urea, DAP, Potash",Dry,Summer,Medium,60
Maize,Medium,Bore,Loamy,No,Urea,Temperate,Summer,High,43
Grape,Medium,Bore,Sandy,Yes,"Urea, Potash",Temperate,Spring,Medium,95
Grape,Medium,Other,Loamy,No,"DAP, Compost",Tropical,Summer,High,94
Barley,Medium,Other,Sandy,No,"Urea, DAP, Potash",Temperate,Spring,Medium,48
Grape,Medium,Rain,Sandy,No,"Urea, Potash",Tropical,Summer,Medium,81
Soybean,Medium,Rain,Sandy,No,"Urea, DAP, Potash",Tropical,Summer,Medium,25
Maize,Less/No Rain,Bore,Loamy,No,DAP,Temperate,Summer,Low,34
Rice,Abundant,Rain,Silt,Yes,"DAP, Compost",Tropical,Summer,Medium,41
Grape,Medium,Bore,Sandy,No,"Urea, DAP, Potash",Temperate,Spring,Low,28
Cotton,Abundant,Rain,Saline,No,Potash,Dry,Summer,High,50
Rice,Abundant,Rain,Clay,Yes,"Urea, Potash",Tropical,Summer,Medium,67
Rice,Abundant,Rain,Clay,Yes,Compost,Tropical,Summer,High,29
Mango,Abundant,Rain,Loamy,Yes,None,Tropical,Summer,Low,90
Maize,Medium,Rain,Sandy,No,Compost,Temperate,Spring,Medium,52
Cotton,Abundant,Bore,Saline,Yes,"DAP, Compost",Dry,Summer,Medium,93
Turmeric,Abundant,Other,Loamy,No,Urea,Tropical,Autumn,Low,29
Rice,Abundant,Rain,Clay,Yes,DAP,Tropical,Summer,Low,65
Wheat,Medium,Rain,Loamy,No,"Urea, Potash",Temperate,Autumn,Low,70
Mango,Abundant,Bore,Sandy,Yes,"Urea, Potash",Tropical,Summer,High,68
Rice,Abundant,Rain,Silt,Yes,"Urea, DAP, Potash",Tropical,Summer,Medium,96
Turmeric,Abundant,Rain,Clay,No,"Urea, DAP, Potash",Tropical,Summer,Medium,30
Mango,Abundant,Other,Sandy,Yes,"Urea, Potash",Tropical,Summer,Low,85
Cotton,Abundant,Bore,Sandy,Yes,None,Dry,Summer,Medium,69
Maize,Less/No Rain,Rain,Sandy,No,"Urea, Potash",Temperate,Summer,High,36
Mango,Abundant,Bore,Loamy,No,Potash,Tropical,Spring,High,99
Soybean,Medium,Other,Sandy,Yes,Urea,Temperate,Summer,High,20
Wheat,Medium,Other,Loamy,No,Urea,Temperate,Autumn,Medium,50
Millet,Less/No Rain,Bore,Loamy,Yes,Urea,Dry,Summer,High,91
Turmeric,Abundant,Bore,Clay,Yes,DAP,Tropical,Autumn,Medium,49
Sugarcane,Abundant,Bore,Clay,Yes,Urea,Tropical,Spring,High,75
Mango,Abundant,Other,Loamy,Yes,Urea,Tropical,Spring,High,66
Wheat,Medium,Bore,Loamy,No,"DAP, Compost",Temperate,Spring,Medium,82
Millet,Less/No Rain,Bore,Loamy,No,Potash,Dry,Summer,Low,74
